CELL_ID,dominant soil unit,Lat,Long,ID_soil,SHARE%,REF_DEPTH,root-depth,T_depth,S-depth,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_BULK_DENSITY,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_BULK_DENSITY,CN,SALB,T_SAT,T_DUL,T_EXTR,T_LL,T_DRAINF,T_REF_BULK_DENSITY,T_OC,T_DULg,T_PO,T_e,S_SAT,S_DUL,S_EXTR,S_LL,S_DRAINF,S_REF_BULK_DENSITY,S_OC,S_DULg,S_PO,S_e
3,61,19.5,5.5,37411,50,10,10,10,10,26,43,34,23,1.3,0,0,0,0,0,81,0.12,0.456,0.221,0.132,0.09,0.3,1.39,1.4,0.17,0.509,0.054,0.456,0.221,0.132,0.09,0.3,1.39,1.4,0.17,0.509,0.054
