lat,lon,rotation,management,startingDate
34.5,3.5,'Chickpea.Ghab2'_'MAIZE.bidule'_'WHEAT.Ble_Dur_1','example_rainfedChickPea'_'example_Maize'_'example_rainfedWheat',2006-09-01
